Gene	Pvalue
VFG035124(gi:91212186) (UTI89_C3192) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli UTI89]	0.00304572371448259
VFG033366(gi:386622108) (fimH) Mannose-specific adhesin FimH [Type I fimbriae (CVF426)] [Escherichia coli NA114]	7.56958801013297e-05
VFG034207(gi:387606978) (sitB) iron ABC transporter ATP-binding protein [Iron/managanease transport (CVF459)] [Escherichia coli O44:H18 042]	3.55302801547104e-07
VFG033846(gi:218706548) (agn43) antigen 43 (Ag43) phase-variable biofilm formation autotransporter; CP4-44 prophage [Antigen 43, AIDA-I type (CVF451)] [Escherichia coli O17:K52:H18 str. UMN026]	2.43389611331575e-08
VFG034275(gi:218707130) (chuA) outer membrane hemin receptor [Hemin uptake (CVF460)] [Escherichia coli O17:K52:H18 str. UMN026]	0.00270822391033267
VFG045994 (hofB) hypothetical protein [Hemorrhagic E.coli pilus (HCP) (CVF825)] [Escherichia coli UTI89]	0.000707939576967962
VFG033192(gi:218703011) (fimE) tyrosine recombinase [Type I fimbriae (CVF426)] [Escherichia coli O7:K1 str. IAI39]	7.64782936511768e-06
VFG035701(gi:387605697) (aec22) putative type VI secretion system protein [ACE T6SS (CVF736)] [Escherichia coli O44:H18 042]	4.60564433632793e-05
VFG034273(gi:386631409) (chuA) Outer membrane heme/hemoglobin receptor [Hemin uptake (CVF460)] [Escherichia coli str. clone D i2]	1.4960813309609e-05
VFG033286(gi:386642063) (fimD) outer membrane usher protein FimD [Type I fimbriae (CVF426)] [Escherichia coli ABU 83972]	0.000176731623548691
VFG012238(gi:117625206) (papD) pilus assembly protein chaperone PapD [P fimbriae (CVF425)] [Escherichia coli APEC O1]	2.25218368219118e-06
VFG012274(gi:110644754) (fimE) type 1 fimbriae regulatory protein FimE [Type I fimbriae (CVF426)] [Escherichia coli 536]	0.000176731623548691
VFG045809 (EC958_0639) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli O25b:H4-ST131]	7.64782936511768e-06
VFG045811 (EC958_0641) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli O25b:H4-ST131]	2.56104268457379e-05
VFG034521(gi:410484084) (ecpE) hypothetical protein [E. coli common pilus (ECP) (CVF625)] [Escherichia coli O104:H4 str. 2009EL-2050]	0.00270822391033267
VFG035726(gi:387605698) (EC042_0221) putative type VI secretion system protein [ACE T6SS (CVF736)] [Escherichia coli O44:H18 042]	5.3490401040611e-06
VFG033080(gi:386630724) (papX) PapX protein [P fimbriae (CVF425)] [Escherichia coli str. clone D i2]	1.4960813309609e-05
VFG035556(gi:222155041) (aec28) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli O83:H1 str. LF82]	9.0615591783146e-05
VFG046007 (APECO78_03975) hypothetical protein [Hemorrhagic E.coli pilus (HCP) (CVF825)] [Escherichia coli O78:H18 str. WS3294A]	4.48254277505402e-08
VFG035253(gi:110642970) (ECP_2815) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli 536]	0.0030498420181226
VFG012500(gi:88770271) (iroN) IroN [Salmochelin (IA014)] [Escherichia coli APEC O1]	1.77900465670769e-05
VFG018211(gi:16128276) (ecpC) predicted aromatic compound dioxygenase [E. coli common pilus (ECP) (CVF625)] [Escherichia coli str. K-12 substr. MG1655]	2.80217453486183e-07
VFG034636(gi:157158530) (cfaC) hypothetical protein [CFA/I fimbriae (CVF684)] [Escherichia coli E24377A]	0.000493612796173554
VFG034691(gi:117626224) (ibeC) hypothetical protein [Invasion of brain endothelial cells (Ibes) (CVF429)] [Escherichia coli APEC O1]	0.00255763273349477
VFG035463(gi:91209286) (aec31) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli UTI89]	2.57800151603061e-05
VFG034257(gi:218707129) (chuS) Heme oxygenase [Hemin uptake (CVF460)] [Escherichia coli O17:K52:H18 str. UMN026]	9.53236904512006e-05
VFG033109(gi:386641961) (papK) minor pilin subunit PapK [P fimbriae (CVF425)] [Escherichia coli ABU 83972]	0.000974315064899797
VFG033086(gi:386641958) (papG) p pilus adhesin PapG protein [P fimbriae (CVF425)] [Escherichia coli ABU 83972]	0.00797092494431875
VFG035186(gi:110642961) (ECP_2806) CLPA/B-type chaperone protein [SCI-I T6SS (CVF734)] [Escherichia coli 536]	6.88704627857833e-05
VFG033973(gi:386640482) (iucC) aerobactin siderophore biosynthesis protein IucC [Aerobactin siderophore (CVF457)] [Escherichia coli ABU 83972]	0.000531482190295768
VFG033917(gi:386598810) (iroE) IroE [Salmochelin siderophore (CVF456)] [Escherichia coli O18:K1:H7 str. IHE3034]	2.44787293053023e-05
VFG035115(gi:157155143) (EcE24377A_3124) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli E24377A]	0.000974315064899797
VFG000902(gb|NP_755494) (sat) Aecreted auto transpoter toxin [Sat (VF0231)] [Escherichia coli CFT073]	1.47973709811976e-08
VFG034684(gi:222155327) (ibeB) Cation efflux system protein cusC [Invasion of brain endothelial cells (Ibes) (CVF429)] [Escherichia coli O83:H1 str. LF82]	0.000564324287893187
VFG012529(gi:91211194) (ybtS) putative salicylate synthetase [Yersiniabactin siderophore (CVF458)] [Escherichia coli UTI89]	0.00153965260986846
VFG018205(gi:16128277) (ecpB) predicted protein [E. coli common pilus (ECP) (CVF625)] [Escherichia coli str. K-12 substr. MG1655]	4.25174320743837e-09
VFG040947(gi:157156601) (gspL) GspL-like protein [gsp (SS206)] [Escherichia coli E24377A]	0.000378691698399339
VFG012252(gi:91213843) (papA) major pilin subunit PapA [pyelonephritis-associated pilus, Pap pilus (AI001)] [Escherichia coli UTI89]	0.00099160201111669
VFG035659(gi:222155045) (aec24) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli O83:H1 str. LF82]	0.00099160201111669
VFG035973(gi:386621850) (espC) Per-activated serine protease autotransporter enterotoxin EspC [EspC, SPATE (CVF742)] [Escherichia coli NA114]	4.85559680590015e-05
VFG045824 (EC958_4614) serine protease autotransporter protein [EspC, SPATE (CVF742)] [Escherichia coli O25b:H4-ST131]	0.00289817463740073
VFG033262(gi:218707983) (fimC) chaperone, periplasmic [Type I fimbriae (CVF426)] [Escherichia coli O17:K52:H18 str. UMN026]	0.000126255484005894
VFG034561(gi:386637726) (eaeH) putative adhesin/invasin [EaeH (CVF679)] [Escherichia coli ABU 83972]	0.00223397715048334
VFG012449(gi:88770206) (tsh) Tsh [Tsh (temperature-sensitive haemagglutinin) (SS075)] [Escherichia coli APEC O1]	0.00223397715048334
VFG034030(gi:386639495) (ybtX) putative cytoplasmic transmembrane protein [Yersiniabactin siderophore (CVF458)] [Escherichia coli ABU 83972]	0.00165484293421049
VFG012607(gi:91213007) (chuT) putative periplasmic binding protein [Hemin uptake (CVF460)] [Escherichia coli UTI89]	3.35488664833529e-05
VFG018221(gi:26246299) (ecpD) Hypothetical protein yagW [E. coli common pilus (ECP) (CVF625)] [Escherichia coli CFT073]	9.20089031956647e-05
VFG034199(gi:218704670) (sitA) iron transport protein, periplasmic-binding protein [Iron/managanease transport (CVF459)] [Escherichia coli O17:K52:H18 str. UMN026]	0.00386522707209733
VFG033144(gi:218706498) (papA) P-fimbriae major subunit [P fimbriae (CVF425)] [Escherichia coli O17:K52:H18 str. UMN026]	2.44787293053023e-05
VFG033137(gi:218706497) (papH) minor pilin protein PapH [P fimbriae (CVF425)] [Escherichia coli O17:K52:H18 str. UMN026]	0.00812175441063147
VFG046091 (ECVR50_0247) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli VR50]	1.08932427869083e-06
VFG000936(gb|NP_755498) (iutA) ferric aerobactin receptor precusor IutA [Aerobactin (VF0229)] [Escherichia coli CFT073]	7.53694712733336e-08
VFG045913 (UMNK88_1095) outer membrane usher protein FimD [E.coli laminin-binding fimbriae (ELF) (CVF824)] [Escherichia coli UMNK88]	0.000885126830270641
VFG018191(gi:16128279) (ecpR) predicted regulator [E. coli common pilus (ECP) (CVF625)] [Escherichia coli str. K-12 substr. MG1655]	0.000859250459956819
VFG000896(gi:26250993) (papD) PapD protein [P fimbriae (VF0220)] [Escherichia coli CFT073]	0.00631239827751867
VFG036058(gi:218704697) (hlyE/clyA) hemolysin E [Hemolysin/cytolysin A (CVF750)] [Escherichia coli O17:K52:H18 str. UMN026]	0.00631239827751867
VFG033952(gi:260867383) (iucD) siderophore biosynthesis protein [Aerobactin siderophore (CVF457)] [Escherichia coli O111:H- str. 11128]	0.00168057185010765
VFG034682(gi:443616608) (ibeB) copper/silver efflux system outer membrane protein CusC [Invasion of brain endothelial cells (Ibes) (CVF429)] [Escherichia coli O78:H18 str. WS3294A]	0.00819207712978181
VFG033143(gi:386622202) (papA) PapA protein [P fimbriae (CVF425)] [Escherichia coli NA114]	3.2527261908476e-05
VFG012520(gi:88770303) (iucD) IucD [Aerobactin siderophore (CVF457)] [Escherichia coli APEC O1]	0.00644012783754242
VFG033131(gi:218559969) (papC) Outer membrane usher protein PapC precursor [P fimbriae (CVF425)] [Escherichia coli O45:K1:H7 str. S88]	0.00139694797272945
VFG045912 (ETEC_1008) fimbrial outer membrane usher protein [E.coli laminin-binding fimbriae (ELF) (CVF824)] [Escherichia coli O78:H11:K80 str. H10407]	0.00246286335487001
VFG035276(gi:386630568) (i02_3121) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli str. clone D i2]	0.00352888992656993
VFG034312(gi:218560578) (chuW) coproporphyrinogen III oxidase [Hemin uptake (CVF460)] [Escherichia coli O45:K1:H7 str. S88]	0.00808673053873382
VFG035664(gi:117622509) (aec23) hypothetical protein [AEC (SS184)] [Escherichia coli APEC O1]	0.00162097176350315
VFG036079(gi:218557051) (usp) hypothetical protein [Colicin-like Usp (CVF754)] [Escherichia coli O45:K1:H7 str. S88]	0.00352888992656993
VFG033088(gi:218706490) (papG) Fimbrial PapG protein [P fimbriae (CVF425)] [Escherichia coli O17:K52:H18 str. UMN026]	0.000108968999504645
VFG012557(gi:91211201) (ybtU) thiazolinyl-S-HMWP1 reductase [Yersiniabactin siderophore (CVF458)] [Escherichia coli UTI89]	8.01395776624767e-05
VFG035481(gi:386597963) (aec31) ImpA domain-containing protein [ACE T6SS (CVF736)] [Escherichia coli O18:K1:H7 str. IHE3034]	0.00268310994918007
VFG035272(gi:260845474) (ECO103_3371) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli O103:H2 str. 12009]	0.0024554822680751
VFG035349(gi:157156697) (EcE24377A_3135) ImpA-related N-terminal domain-containing protein [SCI-I T6SS (CVF734)] [Escherichia coli E24377A]	0.00837515524891913
VFG034631(gi:410480837) (cfaC) hypothetical protein [CFA/I fimbriae (CVF684)] [Escherichia coli O104:H4 str. 2009EL-2050]	0.000346821471084554
VFG035154(gi:110642959) (ECP_2804) OmpA family membrane protein [SCI-I T6SS (CVF734)] [Escherichia coli 536]	0.000178262981321521
VFG034474(gi:218703571) (ecpC) hypothetical protein [E. coli common pilus (ECP) (CVF625)] [Escherichia coli O17:K52:H18 str. UMN026]	0.000346821471084554
VFG018194(gi:26246303) (ecpR) Hypothetical protein ykgK [E. coli common pilus (ECP) (CVF625)] [Escherichia coli CFT073]	0.000346821471084554
VFG034343(gi:218702270) (chuY) hypothetical protein [Hemin uptake (CVF460)] [Escherichia coli O7:K1 str. IAI39]	0.00837515524891913
VFG034382(gi:410484079) (ecpR) transcriptional regulator [E. coli common pilus (ECP) (CVF625)] [Escherichia coli O104:H4 str. 2009EL-2050]	0.000346821471084554
VFG033413(gi:218698021) (tia) surface protein precursor [Tia/Hek (CVF430)] [Escherichia coli 55989]	0.000104498388667991
VFG012242(gi:91213841) (papC) outer membrane usher protein PapC precursor [pyelonephritis-associated pilus, Pap pilus (AI001)] [Escherichia coli UTI89]	0.000346821471084554
VFG046031 (ECP_0106) type IV pilin biogenesis protein [Hemorrhagic E.coli pilus (HCP) (CVF825)] [Escherichia coli 536]	0.000493612796173554
VFG034070(gi:386599810) (ybtP) YbtP [Yersiniabactin siderophore (CVF458)] [Escherichia coli O18:K1:H7 str. IHE3034]	0.0017500911779204
VFG034344(gi:386641116) (chuY) hypothetical protein [Hemin uptake (CVF460)] [Escherichia coli ABU 83972]	0.00747231325878396
VFG034224(gi:386618821) (sitC) Iron transporter inner membrane component [Iron/managanease transport (CVF459)] [Escherichia coli NA114]	0.00223494678643582
VFG046083 (ECVR50_0239) IcmF-related protein [ACE T6SS (CVF736)] [Escherichia coli VR50]	0.00323464895281304
VFG018202(gi:110640561) (ecpA) hypothetical protein YagZ precursor [E. coli common pilus (ECP) (CVF625)] [Escherichia coli 536]	0.00388421693641721
VFG045975 (hofB) transport protein HofB [Hemorrhagic E.coli pilus (HCP) (CVF825)] [Escherichia coli O25b:H4-ST131]	0.000509845239257286
VFG012354(gi:91213830) (tia) adhesin/virulence factor Hek [Tia/Hek (CVF430)] [Escherichia coli UTI89]	0.000936866185089043
VFG012532(gi:110642109) (ybtX) putative cytoplasmic transmembrane protein [Yersiniabactin siderophore (CVF458)] [Escherichia coli 536]	0.00609971733187235
VFG045791 (csgD) putative 2-component transcriptional regulator for 2nd curli operon [Curli fibers (CVF822)] [Escherichia coli O25b:H4-ST131]	0.00956928205513735
VFG035475(gi:218693681) (aec31) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli 55989]	0.000755109150942853
VFG033986(gi:218701707) (iucB) aerobactin siderophore biosynthesis N(6)-hydroxylysine acetylase [Aerobactin siderophore (CVF457)] [Escherichia coli O7:K1 str. IAI39]	0.00127393042100914
VFG033116(gi:386641962) (papJ) PapJ protein [P fimbriae (CVF425)] [Escherichia coli ABU 83972]	0.0062780009748398
VFG035865(gi:117622518) (APECO1_1753) hypothetical protein [AEC (SS184)] [Escherichia coli APEC O1]	0.0062780009748398
VFG045349(gb|YP_002390132) (fdeC) adhesin FdeC [FdeC (VF0506)] [Escherichia coli O45:K1:H7 str. S88]	0
VFG035262(gi:218559816) (ECS88_3098) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli O45:K1:H7 str. S88]	0
VFG001447(gb|CAA50007) (cnf1) cytotoxic necrotizing factor 1 [CNF-1 (VF0240)] [Escherichia coli str. E-B35]	0
VFG012492(gi:91213875) (hlyC) hemolysin C [Alpha-hemolysin (CVF453)] [Escherichia coli UTI89]	0
VFG035288(gi:386640309) (ECABU_c31040) hypothetical protein [SCI-I T6SS (CVF734)] [Escherichia coli ABU 83972]	0
VFG045856 (elfA) fimbrial subunit ElfA [E.coli laminin-binding fimbriae (ELF) (CVF824)] [Escherichia coli VR50]	0
VFG012606(gi:110643747) (chuT) putative periplasmic binding protein (putative hemin binding protein) [Hemin uptake (CVF460)] [Escherichia coli 536]	0
VFG045894 (ycbR) putative periplasmic pilin chaperone [E.coli laminin-binding fimbriae (ELF) (CVF824)] [Escherichia coli O7:K1 str. IAI39]	0
VFG035500(gi:218703468) (aec30) hypothetical protein [ACE T6SS (CVF736)] [Escherichia coli O17:K52:H18 str. UMN026]	0
